ID,Sentence
877,let me see some tenderness connected with a death said scrooge or that dark chamber spirit which we left just now will be for ever present to me the ghost conducted him through several streets familiar to his feet and as they went along scrooge looked here and there to find himself but nowhere was he to be seen
878,they entered poor bob cratchits house the dwelling he had visited before and found the mother and the children seated round the fire
879,quiet very quiet
880,the noisy little cratchits were as still as statues in one corner and sat looking up at peter who had a book before him
881,the mother and her daughters were engaged in sewing
882,but surely they were very quiet and he took a child and set him in the midst of them where had scrooge heard those words he had not dreamed them
883,the boy must have read them out as he and the spirit crossed the threshold
884,why did he not go on the mother laid her work upon the table and put her hand up to her face
885,the colour hurts my eyes she said
886,the colour ah poor tiny tim theyre better now again said cratchits wife
887,it makes them weak by candlelight and i wouldnt show weak eyes to your father when he comes home for the world
888,it must be near his time past it rather peter answered shutting up his book
889,but i think he has walked a little slower than he used these few last evenings mother they were very quiet again
890,at last she said and in a steady cheerful voice that only faltered once i have known him walk withi have known him walk with tiny tim upon his shoulder very fast indeed and so have i cried peter often and so have i exclaimed another
891,so had all
892,but he was very light to carry she resumed intent upon her work and his father loved him so that it was no trouble no trouble
893,and there is your father at the door she hurried out to meet him and little bob in his comforter he had need of it poor fellowcame in
894,his tea was ready for him on the hob and they all tried who should help him to it most
895,then the two young cratchits got upon his knees and laid each child a little cheek against his face as if they said dont mind it father
896,dont be grieved bob was very cheerful with them and spoke pleasantly to all the family
897,he looked at the work upon the table and praised the industry and speed of mrs cratchit and the girls
898,they would be done long before sunday he said
899,sunday you went today then robert said his wife
900,yes my dear returned bob i wish you could have gone
901,it would have done you good to see how green a place it is
902,but youll see it often
903,i promised him that i would walk there on a sunday my little little child cried bob my little child he broke down all at once
904,he couldnt help it
905,if he could have helped it he and his child would have been farther apart perhaps than they were
906,he left the room and went upstairs into the room above which was lighted cheerfully and hung with christmas there was a chair set close beside the child and there were signs of some one having been there lately
907,poor bob sat down in it and when he had thought a little and composed himself he kissed the little face
908,he was reconciled to what had happened and went down again quite happy
909,they drew about the fire and talked the girls and mother working still
910,bob told them of the extraordinary kindness of mr scrooges nephew whom he had scarcely seen but once and who meeting him in the street that day and seeing that he looked a littlejust a little down you know said bob inquired what had happened to distress him
911,on which said bob for he is the pleasantestspoken gentleman you ever heard i told him
912,i am heartily sorry for it mr cratchit he said and heartily sorry for your good wife by the bye how he ever knew that i dont know knew what my dear why that you were a good wife replied bob everybody knows that said peter very well observed my boy cried bob i hope they do
913,heartily sorry he said for your good wife
914,if i can be of service to you in any way he said giving me his card thats where i live
915,pray come to me now it wasnt cried bob for the sake of anything he might be able to do for us so much as for his kind way that this was quite delightful
916,it really seemed as if he had known our tiny tim and felt with us im sure hes a good soul said mrs cratchit you would be surer of it my dear returned bob if you saw and spoke to him
917,i shouldnt be at all surprised mark what i sayif he got peter a better situation only hear that peter said mrs cratchit and then cried one of the girls peter will be keeping company with some one and setting up for himself get along with you retorted peter grinning
918,its just as likely as not said bob one of these days though theres plenty of time for that my dear
919,but however and whenever we part from one another i am sure we shall none of us forget poor tiny timshall weor this first parting that there was among us never father cried they all
920,and i know said bob i know my dears that when we recollect how patient and how mild he was although he was a little little child we shall not quarrel easily among ourselves and forget poor tiny tim in doing it no never father they all cried again
921,i am very happy said little bob i am very happy mrs cratchit kissed him his daughters kissed him the two young cratchits kissed him and peter and himself shook hands
922,spirit of tiny tim thy childish essence was from god spectre said scrooge something informs me that our parting moment is at hand
923,i know it but i know not how
924,tell me what man that was whom we saw lying dead the ghost of christmas yet to come conveyed him as beforethough at a different time he thought indeed there seemed no order in these latter visions save that they were in the futureinto the resorts of business men but showed him not himself
925,indeed the spirit did not stay for anything but went straight on as to the end just now desired until besought by scrooge to tarry for a moment
926,this court said scrooge through which we hurry now is where my place of occupation is and has been for a length of time
927,i see the house
928,let me behold what i shall be in days to come the spirit stopped the hand was pointed elsewhere
929,the house is yonder scrooge exclaimed
930,why do you point away the inexorable finger underwent no change
931,scrooge hastened to the window of his office and looked in
932,it was an office still but not his
933,the furniture was not the same and the figure in the chair was not himself
934,the phantom pointed as before
935,he joined it once again and wondering why and whither he had gone accompanied it until they reached an iron gate
936,he paused to look round before entering
937,a churchyard
938,here then the wretched man whose name he had now to learn lay underneath the ground
939,it was a worthy place
940,walled in by houses overrun by grass and weeds the growth of vegetations death not life choked up with too much burying fat with repleted appetite
941,a worthy place the spirit stood among the graves and pointed down to one he advanced towards it trembling
942,the phantom was exactly as it had been but he dreaded that he saw new meaning in its solemn shape
943,before i draw nearer to that stone to which you point said scrooge answer me one question
944,are these the shadows of the things that will be or are they shadows of things that may be only still the ghost pointed downward to the grave by which it stood
945,mens courses will foreshadow certain ends to which if persevered in they must lead said scrooge but if the courses be departed from the ends will change
946,say it is thus with what you show me the spirit was immovable as ever
947,scrooge crept towards it trembling as he went and following the finger read upon the stone of the neglected grave his own name ebenezer scrooge am i that man who lay upon the bed he cried upon his knees
948,the finger pointed from the grave to him and back again
949,no spirit oh no no the finger still was there
950,spirit he cried tight clutching at its robe hear me i am not the man i was
951,i will not be the man i must have been but for this intercourse
952,why show me this if i am past all hope for the first time the hand appeared to shake
953,good spirit he pursued as down upon the ground he fell before it your nature intercedes for me and pities me
954,assure me that i yet may change these shadows you have shown me by an altered life the kind hand trembled
955,i will honour christmas in my heart and try to keep it all the year
956,i will live in the past the present and the future the spirits of all three shall strive within me
957,i will not shut out the lessons that they teach
958,oh tell me i may sponge away the writing on this stone in his agony he caught the spectral hand
959,it sought to free itself but he was strong in his entreaty and detained it
960,the spirit stronger yet repulsed him
961,holding up his hands in a last prayer to have his fate reversed he saw an alteration in the phantoms hood and dress
962,it shrunk collapsed and dwindled down into a bedpost
963,stave v the end of it yes and the bedpost was his own
964,the bed was his own the room was his own
965,best and happiest of all the time before him was his own to make amends in i will live in the past the present and the future scrooge repeated as he scrambled out of bed
966,the spirits of all three shall strive within me
967,oh jacob marley heaven and the christmas time be praised for this i say it on my knees old jacob on my knees he was so fluttered and so glowing with his good intentions that his broken voice would scarcely answer to his call
968,he had been sobbing violently in his conflict with the spirit and his face was wet with tears
969,they are not torn down cried scrooge folding one of his bedcurtains in his arms they are not torn down rings and all
970,they are herei am herethe shadows of the things that would have been may be dispelled
971,they will be
972,i know they will his hands were busy with his garments all this time turning them inside out putting them on upside down tearing them mislaying them making them parties to every kind of extravagance
973,i dont know what to do cried scrooge laughing and crying in the same breath and making a perfect laocoön of himself with his stockings
974,i am as light as a feather i am as happy as an angel i am as merry as a schoolboy
975,i am as giddy as a drunken man
976,a merry christmas to everybody a happy new year to all the world
977,hallo here whoop hallo he had frisked into the sittingroom and was now standing there perfectly winded
978,theres the saucepan that the gruel was in cried scrooge starting off again and going round the fireplace
979,theres the door by which the ghost of jacob marley entered theres the corner where the ghost of christmas present sat theres the window where i saw the wandering spirits its all right its all true it all happened
980,ha ha ha really for a man who had been out of practice for so many years it was a splendid laugh a most illustrious laugh
981,the father of a long long line of brilliant laughs i dont know what day of the month it is said scrooge i dont know how long ive been among the spirits i dont know anything
982,im quite a baby
983,never mind
984,i dont care
985,id rather be a baby
986,hallo whoop hallo here he was checked in his transports by the churches ringing out the lustiest peals he had ever heard
987,clash clang hammer ding dong bell
988,bell dong ding hammer clang clash oh glorious glorious running to the window he opened it and put out his head
989,no fog no mist clear bright jovial stirring cold cold piping for the blood to dance to golden sunlight heavenly sky sweet fresh air merry bells
990,oh glorious glorious whats today cried scrooge calling downward to a boy in sunday clothes who perhaps had loitered in to look about him
991,eh returned the boy with all his might of wonder
992,whats today my fine fellow said scrooge today replied the boy
993,why christmas day its christmas day said scrooge to himself
994,i havent missed it
995,the spirits have done it all in one night
996,they can do anything they like
997,of course they can
998,of course they can
999,hallo my fine fellow hallo returned the boy
1000,do you know the poulterers in the next street but one at the corner scrooge inquired
1001,i should hope i did replied the lad
1002,an intelligent boy said scrooge a remarkable boy do you know whether theyve sold the prize turkey that was hanging up therenot the little prize turkey the big one what the one as big as me returned the boy
1003,what a delightful boy said scrooge its a pleasure to talk to him
1004,yes my buck its hanging there now replied the boy
1005,is it said scrooge go and buy it walker exclaimed the boy
1006,no no said scrooge i am in earnest
1007,go and buy it and tell em to bring it here that i may give them the direction where to take it
1008,come back with the man and ill give you a shilling
1009,come back with him in less than five minutes and ill give you halfacrown the boy was off like a shot
1010,he must have had a steady hand at a trigger who could have got a shot off half so fast
1011,ill send it to bob cratchits whispered scrooge rubbing his hands and splitting with a laugh
1012,he shant know who sends it
1013,its twice the size of tiny tim joe miller never made such a joke as sending it to bobs will be the hand in which he wrote the address was not a steady one but write it he did somehow and went downstairs to open the street door ready for the coming of the poulterers man
1014,as he stood there waiting his arrival the knocker caught his eye
1015,i shall love it as long as i live cried scrooge patting it with his hand
1016,i scarcely ever looked at it before
1017,what an honest expression it has in its face its a wonderful knockerheres the turkey hallo whoop how are you merry christmas it was a turkey he never could have stood upon his legs that bird
1018,he would have snapped em short off in a minute like sticks of sealingwax
1019,why its impossible to carry that to camden town said scrooge you must have a cab the chuckle with which he said this and the chuckle with which he paid for the turkey and the chuckle with which he paid for the cab and the chuckle with which he recompensed the boy were only to be exceeded by the chuckle with which he sat down breathless in his chair again and chuckled till he cried
1020,shaving was not an easy task for his hand continued to shake very much and shaving requires attention even when you dont dance while you are at it
1021,but if he had cut the end of his nose off he would have put a piece of stickingplaister over it and been quite satisfied
1022,he dressed himself all in his best and at last got out into the streets
1023,the people were by this time pouring forth as he had seen them with the ghost of christmas present and walking with his hands behind him scrooge regarded every one with a delighted smile
1024,he looked so irresistibly pleasant in a word that three or four goodhumoured fellows said good morning sir a merry christmas to you and scrooge said often afterwards that of all the blithe sounds he had ever heard those were the blithest in his ears
1025,he had not gone far when coming on towards him he beheld the portly gentleman who had walked into his countinghouse the day before and said scrooge and marleys i believe it sent a pang across his heart to think how this old gentleman would look upon him when they met but he knew what path lay straight before him and he took it
1026,my dear sir said scrooge quickening his pace and taking the old gentleman by both his hands
1027,how do you do i hope you succeeded yesterday
1028,it was very kind of you
1029,a merry christmas to you sir mr
1030,scrooge yes said scrooge that is my name and i fear it may not be pleasant to you
1031,allow me to ask your pardon
1032,and will you have the goodnesshere scrooge whispered in his ear
1033,lord bless me cried the gentleman as if his breath were taken away
1034,my dear mr scrooge are you serious if you please said scrooge not a farthing less
1035,a great many backpayments are included in it i assure you
1036,will you do me that favour my dear sir said the other shaking hands with him
1037,i dont know what to say to such munifi dont say anything please retorted scrooge come and see me
1038,will you come and see me i will cried the old gentleman
1039,and it was clear he meant to do it
1040,thankee said scrooge i am much obliged to you
1041,i thank you fifty times
1042,bless you he went to church and walked about the streets and watched the people hurrying to and fro and patted children on the head and questioned beggars and looked down into the kitchens of houses and up to the windows and found that everything could yield him pleasure
1043,he had never dreamed that any walkthat anythingcould give him so much happiness
1044,in the afternoon he turned his steps towards his nephews house
1045,he passed the door a dozen times before he had the courage to go up and knock
1046,but he made a dash and did it is your master at home my dear said scrooge to the girl
1047,nice girl very yes sir where is he my love said scrooge hes in the diningroom sir along with mistress
1048,ill show you upstairs if you please thankee
1049,he knows me said scrooge with his hand already on the diningroom lock
1050,ill go in here my dear he turned it gently and sidled his face in round the door
1051,they were looking at the table (which was spread out in great array) for these young housekeepers are always nervous on such points and like to see that everything is right
1052,fred said scrooge dear heart alive how his niece by marriage started scrooge had forgotten for the moment about her sitting in the corner with the footstool or he wouldnt have done it on any account
1053,why bless my soul cried fred whos that its i your uncle scrooge i have come to dinner
1054,will you let me in fred let him in it is a mercy he didnt shake his arm off
1055,he was at home in five minutes
1056,nothing could be heartier
1057,his niece looked just the same
1058,so did topper when he came
1059,so did the plump sister when she came
1060,so did every one when they came
1061,wonderful party wonderful games wonderful unanimity wonderful happiness but he was early at the office next morning
1062,oh he was early there
1063,if he could only be there first and catch bob cratchit coming late that was the thing he had set his heart upon
1064,and he did it yes he did the clock struck nine
1065,no bob a quarter past
1066,no bob he was full eighteen minutes and a half behind his time
1067,scrooge sat with his door wide open that he might see him come into the tank his hat was off before he opened the door his comforter too
1068,he was on his stool in a jiffy driving away with his pen as if he were trying to overtake nine oclock
1069,hallo growled scrooge in his accustomed voice as near as he could feign it
1070,what do you mean by coming here at this time of day i am very sorry sir said bob i am behind my time you are repeated scrooge yes
1071,i think you are
1072,step this way sir if you please its only once a year sir pleaded bob appearing from the tank it shall not be repeated
1073,i was making rather merry yesterday sir now ill tell you what my friend said scrooge i am not going to stand this sort of thing any longer
1074,and therefore he continued leaping from his stool and giving bob such a dig in the waistcoat that he staggered back into the tank again and therefore i am about to raise your salary bob trembled and got a little nearer to the ruler
1075,he had a momentary idea of knocking scrooge down with it holding him and calling to the people in the court for help and a straitwaistcoat
1076,a merry christmas bob said scrooge with an earnestness that could not be mistaken as he clapped him on the back
1077,a merrier christmas bob my good fellow than i have given you for many a year ill raise your salary and endeavour to assist your struggling family and we will discuss your affairs this very afternoon over a christmas bowl of smoking bishop bob make up the fires and buy another coalscuttle before you dot another i bob cratchit scrooge was better than his word
1078,he did it all and infinitely more and to tiny tim who did not die he was a second father
1079,he became as good a friend as good a master and as good a man as the good old city knew or any other good old city town or borough in the good old world
1080,some people laughed to see the alteration in him but he let them laugh and little heeded them for he was wise enough to know that nothing ever happened on this globe for good at which some people did not have their fill of laughter in the outset and knowing that such as these would be blind anyway he thought it quite as well that they should wrinkle up their eyes in grins as have the malady in less attractive forms
1081,his own heart laughed and that was quite enough for him
1082,he had no further intercourse with spirits but lived upon the total abstinence principle ever afterwards and it was always said of him that he knew how to keep christmas well if any man alive possessed the knowledge
1083,may that be truly said of us and all of us and so as tiny tim observed god bless us every one
